Well_Name,Zone_Name,Depth,Top_Depth,Bottom_Depth,Porosity,Sw,Permeability,Vshale,Distance_to_OWC,Reservoir_Pressure,TVD_Depth,Is_Perforated,Initial_Rate,Production_Class
33P,ULBH_60,3106.6944,3106.6182,3106.7706,0.0001,1.0,,0.8307,0,,,False,,
33P,ULBH_60,3106.8468,3106.7706,3106.923,0.0001,1.0,,0.8511,0,,,False,,
33P,ULBH_60,3106.9992,3106.923,3107.0754,0.0001,1.0,,0.8012,0,,,False,,
33P,ULBH_60,3107.1516,3107.0754,3107.2278,0.0001,1.0,,0.7762,0,,,False,,
33P,ULBH_60,3107.304,3107.2278,3107.3802,0.0001,1.0,,0.7721,0,,,False,,
33P,ULBH_60,3107.4564,3107.3802,3107.5326,0.0001,1.0,,0.7634,0,,,False,,
33P,ULBH_60,3107.6088,3107.5326,3107.685,0.0001,1.0,,0.7591,0,,,False,,
33P,ULBH_60,3107.7612,3107.685,3107.8374,0.0001,1.0,,0.7634,0,,,False,,
33P,ULBH_60,3107.9136,3107.8374,3107.9898,0.0001,1.0,,0.8013,0,,,False,,
33P,ULBH_60,3108.066,3107.9898,3108.1422,0.0001,1.0,,0.71,0,,,False,,
33P,ULBH_60,3108.2184,3108.1422,3108.2946,0.0001,1.0,,0.7328,0,,,False,,
33P,ULBH_60,3108.3708,3108.2946,3108.447,0.0001,1.0,,0.7369,0,,,False,,
33P,ULBH_60,3108.5232,3108.447,3108.5994,0.0001,1.0,,0.8127,0,,,False,,
33P,ULBH_60,3108.6756,3108.5994,3108.7518,0.0001,1.0,,0.7705,0,,,False,,
33P,ULBH_60,3108.828,3108.7518,3108.9042,0.0001,1.0,,0.7824,0,,,False,,
33P,ULBH_60,3108.9804,3108.9042,3109.0566,0.0001,1.0,,0.8688,0,,,False,,
33P,ULBH_60,3109.1328,3109.0566,3109.209,0.0001,1.0,,0.8074,0,,,False,,
33P,ULBH_60,3109.2852,3109.209,3109.3614,0.0001,1.0,,0.8022,0,,,False,,
33P,ULBH_60,3109.4376,3109.3614,3109.5138,0.0001,1.0,,0.7854,0,,,False,,
33P,ULBH_60,3109.59,3109.5138,3109.6662,0.0001,1.0,,0.8675,0,,,False,,
33P,ULBH_60,3109.7424,3109.6662,3109.8186,0.0001,1.0,,0.8564,0,,,False,,
33P,ULBH_60,3109.8948,3109.8186,3109.971,0.0001,1.0,,0.8258,0,,,False,,
33P,ULBH_60,3110.0472,3109.971,3110.1234,0.0001,1.0,,0.7999,0,,,False,,
33P,ULBH_60,3110.1996,3110.1234,3110.2758,0.0001,1.0,,0.781,0,,,False,,
33P,ULBH_60,3110.352,3110.2758,3110.4282,0.0001,1.0,,0.811,0,,,False,,
33P,ULBH_60,3110.5044,3110.4282,3110.5806,0.0001,1.0,,0.7129,0,,,False,,
33P,ULBH_60,3110.6568,3110.5806,3110.733,0.0001,1.0,,0.7085,0,,,False,,
33P,ULBH_60,3110.8092,3110.733,3110.8854,0.0001,1.0,,0.7332,0,,,False,,
33P,ULBH_60,3110.9616,3110.8854,3111.0378,0.0001,1.0,,0.7949,0,,,False,,
33P,ULBH_60,3111.114,3111.0378,3111.1902,0.0001,1.0,,0.7854,0,,,False,,
33P,ULBH_60,3111.2664,3111.1902,3111.3426,0.0001,1.0,,0.7546,0,,,False,,
33P,ULBH_60,3111.4188,3111.3426,3111.495,0.0001,1.0,,0.7221,0,,,False,,
33P,ULBH_60,3111.5712,3111.495,3111.6474,0.0001,1.0,,0.7564,0,,,False,,
33P,ULBH_60,3111.7236,3111.6474,3111.7998,0.0001,1.0,,0.7618,0,,,False,,
33P,ULBH_60,3111.876,3111.7998,3111.9522,0.0001,1.0,,0.7469,0,,,False,,
33P,ULBH_60,3112.0284,3111.9522,3112.1046,0.0001,1.0,,0.7319,0,,,False,,
33P,ULBH_60,3112.1808,3112.1046,3112.257,0.0001,1.0,,0.6807,0,,,False,,
33P,ULBH_60,3112.3332,3112.257,3112.4094,0.0001,1.0,,0.7761,0,,,False,,
33P,ULBH_60,3112.4856,3112.4094,3112.5618,0.0001,1.0,,0.8144,0,,,False,,
33P,ULBH_60,3112.638,3112.5618,3112.7142,0.0001,1.0,,0.7964,0,,,False,,
33P,ULBH_60,3112.7904,3112.7142,3112.8666,0.0001,1.0,,0.7373,0,,,False,,
33P,ULBH_60,3112.9428,3112.8666,3113.019,0.0001,1.0,,0.6761,0,,,False,,
33P,ULBH_60,3113.0952,3113.019,3113.1714,0.0001,1.0,,0.6489,0,,,False,,
33P,ULBH_60,3113.2476,3113.1714,3113.3238,0.0001,1.0,,0.6389,0,,,False,,
33P,ULBH_60,3113.4,3113.3238,3113.4762,0.0001,1.0,,0.6756,0,,,False,,
33P,ULBH_60,3113.5524,3113.4762,3113.6286,0.0001,1.0,,0.8015,0,,,False,,
33P,ULBH_60,3113.7048,3113.6286,3113.781,0.0001,1.0,,0.7705,0,,,False,,
33P,ULBH_60,3113.8572,3113.781,3113.9334,0.0001,1.0,,0.7537,0,,,False,,
33P,ULBH_60,3114.0096,3113.9334,3114.0858,0.0001,1.0,,0.7104,0,,,False,,
33P,ULBH_60,3114.162,3114.0858,3114.2382,0.0001,1.0,,0.765,0,,,False,,
33P,ULBH_60,3114.3144,3114.2382,3114.3906,0.0001,1.0,,0.7958,0,,,False,,
33P,ULBH_60,3114.4668,3114.3906,3114.543,0.0001,1.0,,0.7273,0,,,False,,
33P,ULBH_60,3114.6192,3114.543,3114.6954,0.0001,1.0,,0.7109,0,,,False,,
33P,ULBH_60,3114.7716,3114.6954,3114.8478,0.0001,1.0,,0.7323,0,,,False,,
33P,ULBH_60,3114.924,3114.8478,3115.0002,0.0001,1.0,,0.7866,0,,,False,,
33P,ULBH_60,3115.0764,3115.0002,3115.1526,0.0001,1.0,,0.7409,0,,,False,,
33P,ULBH_60,3115.2288,3115.1526,3115.305,0.0001,1.0,,0.7644,0,,,False,,
33P,ULBH_60,3115.3812,3115.305,3115.4574,0.0001,1.0,,0.7404,0,,,False,,
33P,ULBH_60,3115.5336,3115.4574,3115.6098,0.0001,1.0,,0.7111,0,,,False,,
33P,ULBH_60,3115.686,3115.6098,3115.7622,0.0001,1.0,,0.6821,0,,,False,,
33P,ULBH_70,3115.8384,3115.7622,3115.9146,0.0001,1.0,,0.6295,0,,,False,,
33P,ULBH_70,3115.9908,3115.9146,3116.067,0.0001,1.0,,0.6242,0,,,False,,
33P,ULBH_70,3116.1432,3116.067,3116.2194,0.0001,1.0,,0.5862,0,,,False,,
33P,ULBH_70,3116.2956,3116.2194,3116.3718,0.0001,1.0,,0.4699,0,,,False,,
33P,ULBH_70,3116.448,3116.3718,3116.5242,0.0001,1.0,,0.4393,0,,,False,,
33P,ULBH_70,3116.6004,3116.5242,3116.6766,0.0001,1.0,,0.3996,0,,,False,,
33P,ULBH_70,3116.7528,3116.6766,3116.829,0.0001,1.0,,0.3652,0,,,False,,
33P,ULBH_70,3116.9052,3116.829,3116.9814,0.0001,1.0,,0.3769,0,,,False,,
33P,ULBH_70,3117.0576,3116.9814,3117.1338,0.0001,1.0,,0.4298,0,,,False,,
33P,ULBH_70,3117.21,3117.1338,3117.2862,0.0001,1.0,,0.4053,0,,,False,,
33P,ULBH_70,3117.3624,3117.2862,3117.4386,0.0001,1.0,,0.4846,0,,,False,,
33P,ULBH_70,3117.5148,3117.4386,3117.591,0.0001,1.0,,0.588,0,,,False,,
33P,ULBH_70,3117.6672,3117.591,3117.7434,0.0001,1.0,,0.7036,0,,,False,,
33P,ULBH_70,3117.8196,3117.7434,3117.8958,0.0001,1.0,,0.7187,0,,,False,,
33P,ULBH_70,3117.972,3117.8958,3118.0482,0.0001,1.0,,0.7187,0,,,False,,
33P,ULBH_70,3118.1244,3118.0482,3118.2006,0.0001,1.0,,0.7318,0,,,False,,
33P,ULBH_70,3118.2768,3118.2006,3118.353,0.0001,1.0,,0.765,0,,,False,,
33P,ULBH_70,3118.4292,3118.353,3118.5054,0.0001,1.0,,0.7869,0,,,False,,
33P,ULBH_70,3118.5816,3118.5054,3118.6578,0.0001,1.0,,0.6689,0,,,False,,
33P,ULBH_70,3118.734,3118.6578,3118.8102,0.0001,1.0,,0.6815,0,,,False,,
33P,ULBH_70,3118.8864,3118.8102,3118.9626,0.0001,1.0,,0.6835,0,,,False,,
33P,ULBH_70,3119.0388,3118.9626,3119.115,0.0001,1.0,,0.7711,0,,,False,,
33P,ULBH_70,3119.1912,3119.115,3119.2674,0.0001,1.0,,0.7028,0,,,False,,
33P,ULBH_70,3119.3436,3119.2674,3119.4198,0.0001,1.0,,0.6684,0,,,False,,
33P,ULBH_70,3119.496,3119.4198,3119.5722,0.0001,1.0,,0.684,0,,,False,,
33P,ULBH_70,3119.6484,3119.5722,3119.7246,0.0001,1.0,,0.7106,0,,,False,,
33P,ULBH_70,3119.8008,3119.7246,3119.877,0.0001,1.0,,0.7384,0,,,False,,
33P,ULBH_70,3119.9532,3119.877,3120.0294,0.0001,1.0,,0.7538,0,,,False,,
33P,ULBH_70,3120.1056,3120.0294,3120.1818,0.0002,1.0,,0.8841,0,,,False,,
33P,ULBH_70,3120.258,3120.1818,3120.3342,0.0002,1.0,,0.8976,0,,,False,,
33P,ULBH_70,3120.4104,3120.3342,3120.4866,0.0002,1.0,,0.9449,0,,,False,,
33P,ULBH_70,3120.5628,3120.4866,3120.639,0.0002,1.0,,1.0,0,,,False,,
33P,ULBH_70,3120.7152,3120.639,3120.7914,0.0003,1.0,,1.0,0,,,False,,
33P,ULBH_70,3120.8676,3120.7914,3120.9438,0.0003,1.0,,0.9695,0,,,False,,
33P,ULBH_70,3121.02,3120.9438,3121.0962,0.0006,1.0,,0.8975,0,,,False,,
33P,ULBH_70,3121.1724,3121.0962,3121.2486,0.0001,1.0,,0.8458,0,,,False,,
33P,ULBH_70,3121.3248,3121.2486,3121.401,0.0001,1.0,,0.7874,0,,,False,,
33P,ULBH_70,3121.4772,3121.401,3121.5534,0.0001,1.0,,0.7241,0,,,False,,
33P,ULBH_70,3121.6296,3121.5534,3121.7058,0.0001,1.0,,0.6881,0,,,False,,
33P,ULBH_70,3121.782,3121.7058,3121.8582,0.0001,1.0,,0.6892,0,,,False,,
33P,ULBH_70,3121.9344,3121.8582,3122.0106,0.0001,1.0,,0.7184,0,,,False,,
33P,ULBH_70,3122.0868,3122.0106,3122.163,0.0001,1.0,,0.7424,0,,,False,,
33P,ULBH_70,3122.2392,3122.163,3122.3154,0.0001,1.0,,0.7315,0,,,False,,
33P,ULBH_70,3122.3916,3122.3154,3122.4678,0.0001,1.0,,0.6716,0,,,False,,
33P,ULBH_70,3122.544,3122.4678,3122.6202,0.0001,1.0,,0.6937,0,,,False,,
33P,ULBH_70,3122.6964,3122.6202,3122.7726,0.0001,1.0,,0.7114,0,,,False,,
33P,ULBH_70,3122.8488,3122.7726,3122.925,0.0001,1.0,,0.7154,0,,,False,,
33P,ULBH_70,3123.0012,3122.925,3123.0774,0.0001,1.0,,0.7365,0,,,False,,
33P,ULBH_70,3123.1536,3123.0774,3123.2298,0.0001,1.0,,0.7773,0,,,False,,
33P,ULBH_70,3123.306,3123.2298,3123.3822,0.0001,1.0,,0.781,0,,,False,,
33P,ULBH_70,3123.4584,3123.3822,3123.5346,0.0001,1.0,,0.7233,0,,,False,,
33P,ULBH_70,3123.6108,3123.5346,3123.687,0.0001,1.0,,0.6809,0,,,False,,
33P,ULBH_70,3123.7632,3123.687,3123.8394,0.0001,1.0,,0.6368,0,,,False,,
33P,ULBH_70,3123.9156,3123.8394,3123.9918,0.0001,1.0,,0.695,0,,,False,,
33P,ULBH_70,3124.068,3123.9918,3124.1442,0.0001,1.0,,0.7195,0,,,False,,
33P,ULBH_70,3124.2204,3124.1442,3124.2966,0.0001,1.0,,0.7342,0,,,False,,
33P,ULBH_70,3124.3728,3124.2966,3124.449,0.0001,1.0,,0.7254,0,,,False,,
33P,ULBH_70,3124.5252,3124.449,3124.6014,0.0001,1.0,,0.7121,0,,,False,,
33P,ULBH_70,3124.6776,3124.6014,3124.7538,0.0001,1.0,,0.7099,0,,,False,,
33P,ULBH_70,3124.83,3124.7538,3124.9062,0.0001,1.0,,0.6607,0,,,False,,
33P,ULBH_70,3124.9824,3124.9062,3125.0586,0.0001,1.0,,0.6503,0,,,False,,
33P,ULBH_70,3125.1348,3125.0586,3125.211,0.0001,1.0,,0.713,0,,,False,,
33P,ULBH_70,3125.2872,3125.211,3125.3634,0.0001,1.0,,0.7149,0,,,False,,
33P,ULBH_70,3125.4396,3125.3634,3125.5158,0.0001,1.0,,0.7476,0,,,False,,
33P,ULBH_70,3125.592,3125.5158,3125.6682,0.0001,1.0,,0.7666,0,,,False,,
33P,ULBH_70,3125.7444,3125.6682,3125.8206,0.0001,1.0,,0.772,0,,,False,,
33P,ULBH_70,3125.8968,3125.8206,3125.973,0.0001,1.0,,0.779,0,,,False,,
33P,ULBH_70,3126.0492,3125.973,3126.1254,0.0001,1.0,,0.7782,0,,,False,,
33P,ULBH_70,3126.2016,3126.1254,3126.2778,0.0001,1.0,,0.7821,0,,,False,,
33P,ULBH_70,3126.354,3126.2778,3126.4302,0.0001,1.0,,0.7604,0,,,False,,
33P,ULBH_70,3126.5064,3126.4302,3126.5826,0.0001,1.0,,0.7308,0,,,False,,
33P,ULBH_70,3126.6588,3126.5826,3126.735,0.0001,1.0,,0.7847,0,,,False,,
33P,ULBH_70,3126.8112,3126.735,3126.8874,0.0001,1.0,,0.8186,0,,,False,,
33P,ULBH_70,3126.9636,3126.8874,3127.0398,0.0001,1.0,,0.7868,0,,,False,,
33P,ULBH_70,3127.116,3127.0398,3127.1922,0.0001,1.0,,0.84,0,,,False,,
33P,ULBH_70,3127.2684,3127.1922,3127.3446,0.0001,1.0,,0.8634,0,,,False,,
33P,ULBH_70,3127.4208,3127.3446,3127.497,0.0001,1.0,,0.7802,0,,,False,,
33P,ULBH_70,3127.5732,3127.497,3127.6494,0.0001,1.0,,0.7841,0,,,False,,
33P,ULBH_70,3127.7256,3127.6494,3127.8018,0.0001,1.0,,0.8417,0,,,False,,
33P,ULBH_70,3127.878,3127.8018,3127.9542,0.0001,1.0,,0.8235,0,,,False,,
33P,ULBH_70,3128.0304,3127.9542,3128.1066,0.0001,1.0,,0.8487,0,,,False,,
33P,ULBH_70,3128.1828,3128.1066,3128.259,0.0001,1.0,,0.7857,0,,,False,,
33P,ULBH_70,3128.3352,3128.259,3128.4114,0.0001,1.0,,0.8362,0,,,False,,
33P,ULBH_70,3128.4876,3128.4114,3128.5638,0.0001,1.0,,0.8727,0,,,False,,
33P,ULBH_70,3128.64,3128.5638,3128.7162,0.0001,1.0,,0.882,0,,,False,,
33P,ULBH_70,3128.7924,3128.7162,3128.8686,0.0001,1.0,,0.8852,0,,,False,,
33P,ULBH_70,3128.9448,3128.8686,3129.021,0.0001,1.0,,0.8849,0,,,False,,
33P,ULBH_70,3129.0972,3129.021,3129.1734,0.0001,1.0,,0.8656,0,,,False,,
33P,ULBH_70,3129.2496,3129.1734,3129.3258,0.0001,1.0,,0.859,0,,,False,,
33P,ULBH_70,3129.402,3129.3258,3129.4782,0.0001,1.0,,0.7816,0,,,False,,
33P,ULBH_70,3129.5544,3129.4782,3129.6306,0.0001,1.0,,0.6853,0,,,False,,
33P,ULBH_70,3129.7068,3129.6306,3129.783,0.0001,1.0,,0.643,0,,,False,,
33P,ULBH_70,3129.8592,3129.783,3129.9354,0.0001,1.0,,0.6948,0,,,False,,
33P,ULBH_70,3130.0116,3129.9354,3130.0878,0.0001,1.0,,0.6883,0,,,False,,
33P,ULBH_70,3130.164,3130.0878,3130.2402,0.0001,1.0,,0.7196,0,,,False,,
33P,ULBH_70,3130.3164,3130.2402,3130.3926,0.0001,1.0,,0.729,0,,,False,,
33P,ULBH_70,3130.4688,3130.3926,3130.545,0.0001,1.0,,0.7788,0,,,False,,
33P,ULBH_70,3130.6212,3130.545,3130.6974,0.0001,1.0,,0.7439,0,,,False,,
33P,ULBH_70,3130.7736,3130.6974,3130.8498,0.0001,1.0,,0.6777,0,,,False,,
33P,ULBH_70,3130.926,3130.8498,3131.0022,0.0001,1.0,,0.6882,0,,,False,,
33P,ULBH_70,3131.0784,3131.0022,3131.1546,0.0001,1.0,,0.7079,0,,,False,,
33P,ULBH_70,3131.2308,3131.1546,3131.307,0.0001,1.0,,0.7357,0,,,False,,
33P,ULBH_70,3131.3832,3131.307,3131.4594,0.0001,1.0,,0.7661,0,,,False,,
33P,ULBH_70,3131.5356,3131.4594,3131.6118,0.0001,1.0,,0.7637,0,,,False,,
33P,ULBH_70,3131.688,3131.6118,3131.7642,0.0001,1.0,,0.7314,0,,,False,,
33P,ULBH_70,3131.8404,3131.7642,3131.9166,0.0001,1.0,,0.655,0,,,False,,
33P,ULBH_70,3131.9928,3131.9166,3132.069,0.0001,1.0,,0.6911,0,,,False,,
33P,ULBH_70,3132.1452,3132.069,3132.2214,0.0001,1.0,,0.7519,0,,,False,,
33P,ULBH_70,3132.2976,3132.2214,3132.3738,0.0001,1.0,,0.7424,0,,,False,,
33P,ULBH_70,3132.45,3132.3738,3132.5262,0.0001,1.0,,0.7456,0,,,False,,
33P,ULBH_70,3132.6024,3132.5262,3132.6786,0.0001,1.0,,0.7298,0,,,False,,
33P,ULBH_70,3132.7548,3132.6786,3132.831,0.0001,1.0,,0.7261,0,,,False,,
33P,ULBH_70,3132.9072,3132.831,3132.9834,0.0001,1.0,,0.6835,0,,,False,,
33P,ULBH_70,3133.0596,3132.9834,3133.1358,0.0001,1.0,,0.6758,0,,,False,,
33P,ULBH_70,3133.212,3133.1358,3133.2882,0.0001,1.0,,0.7335,0,,,False,,
33P,ULBH_70,3133.3644,3133.2882,3133.4406,0.0001,1.0,,0.754,0,,,False,,
33P,ULBH_70,3133.5168,3133.4406,3133.593,0.0001,1.0,,0.8215,0,,,False,,
33P,ULBH_70,3133.6692,3133.593,3133.7454,0.0001,1.0,,0.7456,0,,,False,,
33P,ULBH_70,3133.8216,3133.7454,3133.8978,0.0001,1.0,,0.7118,0,,,False,,
33P,ULBH_70,3133.974,3133.8978,3134.0502,0.0001,1.0,,0.6979,0,,,False,,
33P,ULBH_70,3134.1264,3134.0502,3134.2026,0.0001,1.0,,0.7025,0,,,False,,
33P,ULBH_70,3134.2788,3134.2026,3134.355,0.0001,1.0,,0.7057,0,,,False,,
33P,ULBH_70,3134.4312,3134.355,3134.5074,0.0001,1.0,,0.693,0,,,False,,
33P,ULBH_70,3134.5836,3134.5074,3134.6598,0.0001,1.0,,0.6863,0,,,False,,
33P,ULBH_70,3134.736,3134.6598,3134.8122,0.0001,1.0,,0.7733,0,,,False,,
33P,ULBH_70,3134.8884,3134.8122,3134.9646,0.0001,1.0,,0.8407,0,,,False,,
33P,ULBH_70,3135.0408,3134.9646,3135.117,0.0001,1.0,,0.8359,0,,,False,,
33P,ULBH_70,3135.1932,3135.117,3135.2694,0.0001,1.0,,0.7021,0,,,False,,
33P,ULBH_70,3135.3456,3135.2694,3135.4218,0.0001,1.0,,0.6678,0,,,False,,
33P,ULBH_70,3135.498,3135.4218,3135.5742,0.0001,1.0,,0.6373,0,,,False,,
33P,ULBH_70,3135.6504,3135.5742,3135.7266,0.0001,1.0,,0.665,0,,,False,,
33P,ULBH_70,3135.8028,3135.7266,3135.879,0.0001,1.0,,0.6738,0,,,False,,
33P,ULBH_70,3135.9552,3135.879,3136.0314,0.0001,1.0,,0.7057,0,,,False,,
33P,ULBH_70,3136.1076,3136.0314,3136.1838,0.0001,1.0,,0.7236,0,,,False,,
33P,ULBH_70,3136.26,3136.1838,3136.3362,0.0001,1.0,,0.6738,0,,,False,,
33P,ULBH_70,3136.4124,3136.3362,3136.4886,0.0001,1.0,,0.5619,0,,,False,,
33P,ULBH_70,3136.5648,3136.4886,3136.641,0.0001,1.0,,0.6034,0,,,False,,
33P,ULBH_70,3136.7172,3136.641,3136.7934,0.0001,1.0,,0.6303,0,,,False,,
33P,ULBH_70,3136.8696,3136.7934,3136.9458,0.0001,1.0,,0.7141,0,,,False,,
33P,ULBH_70,3137.022,3136.9458,3137.0982,0.0001,1.0,,0.7187,0,,,False,,
33P,ULBH_70,3137.1744,3137.0982,3137.2506,0.0001,1.0,,0.7445,0,,,False,,
33P,ULBH_70,3137.3268,3137.2506,3137.403,0.0001,1.0,,0.7055,0,,,False,,
33P,ULBH_70,3137.4792,3137.403,3137.5554,0.0001,1.0,,0.7218,0,,,False,,
33P,ULBH_70,3137.6316,3137.5554,3137.7078,0.0001,1.0,,0.7382,0,,,False,,
33P,ULBH_70,3137.784,3137.7078,3137.8602,0.0001,1.0,,0.7147,0,,,False,,
33P,ULBH_70,3137.9364,3137.8602,3138.0126,0.0001,1.0,,0.701,0,,,False,,
33P,ULBH_70,3138.0888,3138.0126,3138.165,0.0001,1.0,,0.7433,0,,,False,,
33P,ULBH_70,3138.2412,3138.165,3138.3174,0.0001,1.0,,0.6686,0,,,False,,
33P,ULBH_70,3138.3936,3138.3174,3138.4698,0.0001,1.0,,0.6367,0,,,False,,
33P,ULBH_70,3138.546,3138.4698,3138.6222,0.0001,1.0,,0.6194,0,,,False,,
33P,ULBH_70,3138.6984,3138.6222,3138.7746,0.0001,1.0,,0.6673,0,,,False,,
33P,ULBH_70,3138.8508,3138.7746,3138.927,0.0001,1.0,,0.7427,0,,,False,,
33P,ULBH_70,3139.0032,3138.927,3139.0794,0.0001,1.0,,0.7309,0,,,False,,
33P,ULBH_70,3139.1556,3139.0794,3139.2318,0.0001,1.0,,0.7484,0,,,False,,
33P,ULBH_70,3139.308,3139.2318,3139.3842,0.0001,1.0,,0.7318,0,,,False,,
33P,ULBH_70,3139.4604,3139.3842,3139.5366,0.0001,1.0,,0.683,0,,,False,,
33P,ULBH_70,3139.6128,3139.5366,3139.689,0.0001,1.0,,0.7524,0,,,False,,
33P,ULBH_70,3139.7652,3139.689,3139.8414,0.0001,1.0,,0.814,0,,,False,,
33P,ULBH_70,3139.9176,3139.8414,3139.9938,0.0001,1.0,,0.8243,0,,,False,,
33P,ULBH_70,3140.07,3139.9938,3140.1462,0.0001,1.0,,0.8469,0,,,False,,
33P,ULBH_70,3140.2224,3140.1462,3140.2986,0.0001,1.0,,0.7724,0,,,False,,
33P,ULBH_70,3140.3748,3140.2986,3140.451,0.0001,1.0,,0.7567,0,,,False,,
33P,ULBH_70,3140.5272,3140.451,3140.6034,0.0001,1.0,,0.6814,0,,,False,,
33P,ULBH_70,3140.6796,3140.6034,3140.7558,0.0001,1.0,,0.7257,0,,,False,,
33P,ULBH_70,3140.832,3140.7558,3140.9082,0.0001,1.0,,0.744,0,,,False,,
33P,ULBH_70,3140.9844,3140.9082,3141.0606,0.0001,1.0,,0.7149,0,,,False,,
33P,ULBH_70,3141.1368,3141.0606,3141.213,0.0001,1.0,,0.6623,0,,,False,,
33P,ULBH_70,3141.2892,3141.213,3141.3654,0.0001,1.0,,0.6676,0,,,False,,
33P,ULBH_70,3141.4416,3141.3654,3141.5178,0.0001,1.0,,0.6795,0,,,False,,
33P,ULBH_70,3141.594,3141.5178,3141.6702,0.0001,1.0,,0.6861,0,,,False,,
33P,ULBH_70,3141.7464,3141.6702,3141.8226,0.0001,1.0,,0.6463,0,,,False,,
33P,ULBH_70,3141.8988,3141.8226,3141.975,0.0001,1.0,,0.6073,0,,,False,,
33P,ULBH_70,3142.0512,3141.975,3142.1274,0.0001,1.0,,0.6037,0,,,False,,
33P,ULBH_70,3142.2036,3142.1274,3142.2798,0.0001,1.0,,0.6179,0,,,False,,
33P,ULBH_70,3142.356,3142.2798000000003,3142.4322,0.0001,1.0,,0.6217,0,,,False,,
33P,ULBH_70,3142.5084,3142.4322,3142.5846,0.0001,1.0,,0.6437,0,,,False,,
33P,ULBH_70,3142.6608,3142.5846,3142.737,0.0001,1.0,,0.6302,0,,,False,,
33P,ULBH_70,3142.8132,3142.737,3142.8894,0.0001,1.0,,0.6042,0,,,False,,
33P,ULBH_70,3142.9656,3142.8894,3143.0418,0.0001,1.0,,0.5837,0,,,False,,
33P,ULBH_70,3143.118,3143.0418,3143.1942,0.0001,1.0,,0.5656,0,,,False,,
33P,ULBH_70,3143.2704,3143.1942,3143.3466,0.0001,1.0,,0.5816,0,,,False,,
33P,ULBH_70,3143.4228,3143.3466,3143.499,0.0001,1.0,,0.5832,0,,,False,,
33P,ULBH_70,3143.5752,3143.4990000000003,3143.6514,0.0001,1.0,,0.6167,0,,,False,,
33P,ULBH_70,3143.7276,3143.6514,3143.8038,0.0001,1.0,,0.5982,0,,,False,,
33P,ULBH_70,3143.88,3143.8038,3143.9562,0.0001,1.0,,0.6356,0,,,False,,
33P,ULBH_70,3144.0324,3143.9562,3144.1086,0.0001,1.0,,0.6318,0,,,False,,
33P,ULBH_70,3144.1848,3144.1086,3144.261,0.0001,1.0,,0.5778,0,,,False,,
33P,ULBH_70,3144.3372,3144.261,3144.4134,0.0001,1.0,,0.5675,0,,,False,,
33P,ULBH_70,3144.4896,3144.4134,3144.5658,0.0001,1.0,,0.5739,0,,,False,,
33P,ULBH_70,3144.642,3144.5658,3144.7182,0.0001,1.0,,0.5131,0,,,False,,
33P,ULBH_70,3144.7944,3144.7182000000003,3144.8706,0.0001,1.0,,0.497,0,,,False,,
33P,ULBH_70,3144.9468,3144.8706,3145.023,0.0001,1.0,,0.5288,0,,,False,,
33P,ULBH_70,3145.0992,3145.023,3145.1754,0.0001,1.0,,0.5248,0,,,False,,
33P,ULBH_70,3145.2516,3145.1754,3145.3278,0.0001,1.0,,0.5997,0,,,False,,
33P,ULBH_70,3145.404,3145.3278,3145.4802,0.0001,1.0,,0.5752,0,,,False,,
33P,ULBH_70,3145.5564,3145.4802,3145.6326,0.0001,1.0,,0.5524,0,,,False,,
33P,ULBH_70,3145.7088,3145.6326,3145.785,0.0001,1.0,,0.555,0,,,False,,
33P,ULBH_70,3145.8612,3145.785,3145.9374,0.0001,1.0,,0.5739,0,,,False,,
33P,ULBH_70,3146.0136,3145.9374000000003,3146.0898,0.0001,1.0,,0.5853,0,,,False,,
33P,ULBH_70,3146.166,3146.0898,3146.2422,0.0001,1.0,,0.5859,0,,,False,,
33P,ULBH_70,3146.3184,3146.2422,3146.3946,0.0001,1.0,,0.5278,0,,,False,,
33P,ULBH_70,3146.4708,3146.3946,3146.547,0.0001,1.0,,0.5305,0,,,False,,
33P,ULBH_70,3146.6232,3146.547,3146.6994,0.0001,1.0,,0.4926,0,,,False,,
33P,ULBH_70,3146.7756,3146.6994,3146.8518,0.0001,1.0,,0.4492,0,,,False,,
33P,ULBH_70,3146.928,3146.8518,3147.0042,0.0001,1.0,,0.4349,0,,,False,,
33P,ULBH_70,3147.0804,3147.0042,3147.1566,0.0001,1.0,,0.4296,0,,,False,,
33P,ULBH_70,3147.2328,3147.1566000000003,3147.309,0.0001,1.0,,0.422,0,,,False,,
33P,ULBH_70,3147.3852,3147.309,3147.4614,0.0001,1.0,,0.4599,0,,,False,,
33P,ULBH_70,3147.5376,3147.4614,3147.6138,0.0001,1.0,,0.4896,0,,,False,,
33P,ULBH_70,3147.69,3147.6138,3147.7662,0.0001,1.0,,0.5853,0,,,False,,
33P,ULBH_70,3147.8424,3147.7662,3147.9186,0.0001,1.0,,0.6682,0,,,False,,
33P,ULBH_70,3147.9948,3147.9186,3148.071,0.0001,1.0,,0.623,0,,,False,,
33P,ULBH_70,3148.1472,3148.071,3148.2234,0.0001,1.0,,0.5622,0,,,False,,
33P,ULBH_70,3148.2996,3148.2234,3148.3758,0.0001,1.0,,0.4595,0,,,False,,
33P,ULBH_70,3148.452,3148.3758000000003,3148.5282,0.0001,1.0,,0.4644,0,,,False,,
